species_original_name,msw05_order,msw05_family,adultbodymass_g,gestationlen_d,littersize,homerange_km2,maxlongevity_m,populationdensity_n_km2,weaningage_d,trophiclevel,gr_midrangelat_dd,gr_midrangelong_dd,species_matched_name,open_tree_id,is_synonym
Mysateles garridoi,Rodentia,Capromyidae,,,,,,,,2.0,21.63,-81.59,Mysateles garridoi,3609740,False
Mysateles meridionalis,Rodentia,Capromyidae,,,,,,,,,21.69,-82.87,Mysateles meridionalis,3609736,False
Mysateles prehensilis,Rodentia,Capromyidae,,,2.0,,,,,2.0,22.03,-81.28,Mysateles prehensilis,3609728,False
Mystacina robusta,Chiroptera,Mystacinidae,27.41,,,,,,,2.0,,,Mystacina robusta,3613563,False
Mystacina tuberculata,Chiroptera,Mystacinidae,13.14,,0.99,,,,,2.0,-40.97,173.07,Mystacina tuberculata,604409,False
Mystromys albicaudatus,Rodentia,Nesomyidae,86.85,37.0,3.0,,72.0,,32.0,,-29.94,25.08,Mystromys albicaudatus,91072,False
Myzopoda aurita,Chiroptera,Myzopodidae,9.1,,,,,,,3.0,-19.64,48.38,Myzopoda aurita,6794,False
Naemorhedus baileyi,Artiodactyla,Bovidae,28863.45,212.91,1.5,,219.0,,,,26.94,98.47,Naemorhedus baileyi,869867,False
Naemorhedus caudatus,Artiodactyla,Bovidae,26999.99,,,,108.96,,,,42.04,124.22,Naemorhedus caudatus,385438,False
Naemorhedus goral,Artiodactyla,Bovidae,28796.51,212.91,1.0,,211.2,,59.27,1.0,31.24,83.92,Naemorhedus goral,274555,False
Naemorhedus griseus,Artiodactyla,Bovidae,,,,,207.96,,,,28.95,101.99,Naemorhedus griseus,134543,False
Nandinia binotata,Carnivora,Nandiniidae,2167.2,65.35,1.84,0.55,222.0,4.99,63.81,1.0,-3.92,11.45,Nandinia binotata,1088403,False
Microtus duodecimcostatus,Rodentia,Cricetidae,22.71,,2.51,,,,,,40.42,-5.2,Microtus duodecimcostatus,509531,False
Microtus evoronensis,Rodentia,Cricetidae,,,,,,,,,51.39,136.63,Microtus evoronensis,422778,False
Microtus felteni,Rodentia,Cricetidae,,,,,,,,,41.75,21.58,Microtus felteni,1049261,False
Microtus fortis,Rodentia,Cricetidae,,,5.34,,,,,,39.47,123.48,Microtus fortis,742226,False
Microtus gerbei,Rodentia,Cricetidae,,,,,,,,,44.67,0.68,Microtus gerbei,1049264,False
Microtus gregalis,Rodentia,Cricetidae,,,8.48,,,,19.48,,56.32,96.31,Lasiopodomys gregalis,50538,True
Microtus guatemalensis,Rodentia,Cricetidae,41.99,,,,,,,,15.7,-91.23,Microtus guatemalensis,131167,False
Microtus guentheri,Rodentia,Cricetidae,49.99,21.0,6.14,,46.8,,18.49,,36.91,45.07,Microtus guentheri,1049266,False
Microtus ilaeus,Rodentia,Cricetidae,,,,,,,,,42.68,69.78,Microtus ilaeus,3608495,False
Microtus irani,Rodentia,Cricetidae,,,,,,,,,,,Microtus irani,1077541,False
Microtus kikuchii,Rodentia,Cricetidae,46.3,,1.97,,,,,,23.66,121.14,Microtus kikuchii,742244,False
Microtus levis,Rodentia,Cricetidae,35.49,,,,,,,,50.04,41.49,Microtus levis,163267,False
Microtus liechtensteini,Rodentia,Cricetidae,,,,,,,,,,,Microtus liechtensteini,965607,False
Microtus limnophilus,Rodentia,Cricetidae,,,,,,,,,42.4,97.44,Microtus limnophilus,404170,False
Microtus longicaudus,Rodentia,Cricetidae,44.8,,4.73,,,1200.0,,1.0,50.17,-125.11,Microtus longicaudus,910200,False
Murina tubinaris,Chiroptera,Vespertilionidae,5.45,,1.37,,,,,,24.22,90.4,Murina tubinaris,233915,False
Murina ussuriensis,Chiroptera,Vespertilionidae,,,,,,,,,49.48,137.38,Murina ussuriensis,259900,False
Mus baoulei,Rodentia,Muridae,,,,,,,,,7.64,-6.12,Mus baoulei,369735,False
Mus booduga,Rodentia,Muridae,13.78,,5.96,0.000967874,,,,,19.75,80.71,Mus booduga,451263,False
Mus bufo,Rodentia,Muridae,8.88,,,,,336.59,,,-2.03,29.22,Mus bufo,844282,False
Mus callewaerti,Rodentia,Muridae,,,,,,,,,-9.3,21.27,Mus callewaerti,3608883,False
Mus caroli,Rodentia,Muridae,14.26,18.1,,,,,,,16.92,110.57,Mus caroli,922493,False
Mus cervicolor,Rodentia,Muridae,,17.6,4.4,,,,,,18.9,95.56,Mus cervicolor,542519,False
Mus cookii,Rodentia,Muridae,,,,,,,,,19.87,100.06,Mus cookii,542528,False
Mus crociduroides,Rodentia,Muridae,,,,,,,,,-1.83,101.4,Mus crociduroides,185328,False
Mus famulus,Rodentia,Muridae,,,,,,,,,11.22,76.71,Mus famulus,1027340,False
Mus fernandoni,Rodentia,Muridae,,,,,,,,,7.87,80.78,Mus fernandoni,3608886,False
Mus fragilicauda,Rodentia,Muridae,,,,,,,,,,,Mus fragilicauda,1010350,False
Mus goundae,Rodentia,Muridae,,,,,,,,,8.88,20.93,Mus goundae,3608881,False
Mus haussa,Rodentia,Muridae,,,,,,,,,9.98,-1.7,Mus haussa,1000702,False
Mus indutus,Rodentia,Muridae,6.15,,4.76,,,,,,-22.45,22.22,Mus indutus,1000695,False
Mus macedonicus,Rodentia,Muridae,,,,,,,,,35.41,33.73,Mus macedonicus,845973,False
Mus mahomet,Rodentia,Muridae,10.0,,,,,,,,7.01,38.04,Mus mahomet,5857435,False
Mus mattheyi,Rodentia,Muridae,,,,,,,,,5.59,-0.43,Mus mattheyi,759679,False
Mus mayori,Rodentia,Muridae,,,2.95,,,,,,7.87,80.78,Mus mayori,3608874,False
Mus minutoides,Rodentia,Muridae,6.43,20.71,4.18,,37.2,92.09,20.19,2.0,-24.47,26.99,Mus minutoides,845966,False
Mus musculoides,Rodentia,Muridae,8.23,23.5,3.49,,,619.15,23.82,,-8.63,17.3,Mus musculoides,996648,False
Mus musculus,Rodentia,Muridae,19.3,19.6,5.54,0.0005162,72.0,4981.53,21.5,3.0,,,Mus musculus,542509,False
Mus neavei,Rodentia,Muridae,,,,,,,,,-17.65,31.63,Mus neavei,3608901,False
Mus orangiae,Rodentia,Muridae,,,,,,,,,-26.53,27.44,Mus orangiae,3608904,False
Mus oubanguii,Rodentia,Muridae,,,,,,,,,5.62,21.97,Mus oubanguii,3608899,False
Mus pahari,Rodentia,Muridae,,,,,,,,,20.07,98.26,Mus pahari,542493,False
Mus phillipsi,Rodentia,Muridae,,,,,,,,,18.34,79.27,Mus phillipsi,3608880,False
Mus platythrix,Rodentia,Muridae,29.08,,6.93,,,,,,17.22,79.34,Mus platythrix,845970,False
Mus saxicola,Rodentia,Muridae,,,,,,,,,18.67,78.06,Mus saxicola,542525,False
Mus setulosus,Rodentia,Muridae,11.18,,3.92,,,,,,4.94,13.62,Mus setulosus,845980,False
Mus setzeri,Rodentia,Muridae,6.65,,,,,,,,-19.01,21.55,Mus setzeri,3608890,False
Mus shortridgei,Rodentia,Muridae,,,,,,,,,17.69,99.53,Mus shortridgei,887682,False
Mus sorella,Rodentia,Muridae,,,,,,,,,-1.41,26.32,Mus sorella,844274,False
Mus spicilegus,Rodentia,Muridae,,,6.69,0.000185212,,874.99,,1.0,46.26,27.77,Mus spicilegus,845976,False
Mus spretus,Rodentia,Muridae,16.67,,5.15,0.000203629,,,,,36.16,1.26,Mus spretus,542521,False
Mus tenellus,Rodentia,Muridae,,,1.94,,,,,,3.89,37.77,Mus tenellus,844277,False
Mus terricolor,Rodentia,Muridae,,,,,,,,,20.66,78.72,Mus terricolor,348560,False
Mus triton,Rodentia,Muridae,12.62,,4.4,,,814.02,27.5,,-7.36,26.48,Mus triton,289304,False
Mus vulcani,Rodentia,Muridae,,,,,,,,,-6.76,107.04,Mus vulcani,3608885,False
Muscardinus avellanarius,Rodentia,Gliridae,29.19,24.97,4.3,0.003271485,72.0,,37.61,2.0,47.96,23.21,Muscardinus avellanarius,664079,False
Musonycteris harrisoni,Chiroptera,Phyllostomidae,,,,,,,,,18.3,-102.18,Musonycteris harrisoni,658353,False
Mustela africana,Carnivora,Mustelidae,536.98,,,,,,,,-4.15,-60.71,Mustela africana,275125,False
Mustela altaica,Carnivora,Mustelidae,180.24,40.0,5.44,,,,56.0,3.0,41.08,103.12,Mustela altaica,69264,False
Mustela erminea,Carnivora,Mustelidae,284.5,66.35,6.74,0.11,85.23,6.25,60.93,3.0,50.89,-0.01,Mustela erminea,681184,False
Mustela eversmanii,Carnivora,Mustelidae,1684.21,40.14,7.82,,,,48.8,3.0,43.4,71.84,Mustela eversmanii,3612699,False
Mustela felipei,Carnivora,Mustelidae,211.3,,,,,,,,2.02,-76.59,Mustela felipei,275123,False
Mustela frenata,Carnivora,Mustelidae,190.03,24.5,6.5,0.21,85.23,0.76,34.23,3.0,19.52,-94.34,Mustela frenata,685101,False
Mustela itatsi,Carnivora,Mustelidae,,,,,,,,,38.25,137.69,Mustela itatsi,975082,False
Mustela kathiah,Carnivora,Mustelidae,263.74,,,,,,,3.0,24.93,100.49,Mustela kathiah,1075273,False
Mustela lutreola,Carnivora,Mustelidae,566.44,43.74,4.5,0.17,120.0,0.07,58.71,3.0,54.33,28.63,Mustela lutreola,923105,False
Mustela lutreolina,Carnivora,Mustelidae,466.25,,,,,,,3.0,-5.4,106.38,Mustela lutreolina,3612707,False
Mustela nigripes,Carnivora,Mustelidae,907.1,43.0,3.36,0.83,144.0,2.0,59.66,3.0,,,Mustela nigripes,541439,False
Mustela nivalis,Carnivora,Mustelidae,78.45,36.49,5.07,0.07,120.0,12.89,36.74,3.0,51.84,-6.45e-08,Mustela nivalis,354525,False
Mustela nudipes,Carnivora,Mustelidae,569.42,,4.0,,,,,,-0.87,107.22,Mustela nudipes,378004,False
Mustela putorius,Carnivora,Mustelidae,975.55,41.49,8.48,0.53,168.0,0.83,54.39,3.0,47.73,27.32,Mustela putorius,923126,False
Mustela sibirica,Carnivora,Mustelidae,530.85,30.12,6.48,3.41,106.0,,58.2,3.0,38.46,96.87,Mustela sibirica,549525,False
Mustela strigidorsa,Carnivora,Mustelidae,1500.0,,,,,,,,19.97,96.48,Mustela strigidorsa,273796,False
Mustela subpalmata,Carnivora,Mustelidae,,,,,,,,,30.53,30.54,Mustela subpalmata,3612703,False
Mydaus javanensis,Carnivora,Mephitidae,2500.0,,,,,,,2.0,-0.8,107.18,Mydaus javanensis,890077,False
Mydaus marchei,Carnivora,Mephitidae,2500.0,,,,,,,,10.33,118.75,Mydaus marchei,685108,False
Mylomys dybowskii,Rodentia,Muridae,110.96,,4.04,,,167.41,,,2.13,13.67,Mylomys dybowskii,170597,False
Mylomys rex,Rodentia,Muridae,,,,,,,,,,,Meriones rex,404784,True
Myocastor coypus,Rodentia,Myocastoridae,6361.55,131.86,5.34,0.02,144.0,226.26,52.83,2.0,-35.41,-61.89,Myocastor coypus,169715,False
Myodes andersoni,Rodentia,Cricetidae,,,,,,,,,37.79,138.9,Myodes andersoni,1012695,False
Myodes californicus,Rodentia,Cricetidae,18.3,18.0,3.1,0.001246353,,434.02,,,42.06,-122.57,Myodes californicus,179751,False
Myodes centralis,Rodentia,Cricetidae,,,4.83,,,,,,42.47,78.42,Myodes centralis,686201,False
Myodes gapperi,Rodentia,Cricetidae,19.83,18.0,5.37,0.000463061,20.0,1186.41,30.87,2.0,47.63,-94.16,Myodes gapperi,627111,False
Myodes glareolus,Rodentia,Cricetidae,20.73,19.74,4.31,0.000951778,58.8,3704.05,19.73,2.0,53.56,42.34,Myodes glareolus,1051603,False
Myodes imaizumii,Rodentia,Cricetidae,,,,,,,,,,,Myodes imaizumii,4940962,False
Myodes regulus,Rodentia,Cricetidae,,,,,,,,,38.44,127.25,Myodes regulus,596152,False
Myodes rex,Rodentia,Cricetidae,,,,,,,,,43.45,144.17,Myodes rex,490380,False
Myodes rufocanus,Rodentia,Cricetidae,36.43,,5.01,,,,,,53.95,-0.000227374,Myodes rufocanus,563745,False
Myodes rutilus,Rodentia,Cricetidae,19.94,23.98,5.6,,,4074.55,,2.0,55.73,3.99,Myodes rutilus,686197,False
Myodes shanseius,Rodentia,Cricetidae,,,,,,,,,39.33,114.6,Myodes shanseius,3608474,False
Myodes smithii,Rodentia,Cricetidae,34.94,19.0,4.1,,42.0,1426.09,27.34,,36.26,135.81,Eothenomys smithii,1012704,True
Myoictis melas,Dasyuromorphia,Dasyuridae,221.77,,,,,,,,-4.62,138.97,Myoictis melas,379181,False
Myoictis wallacii,Dasyuromorphia,Dasyuridae,,,,,,,,,-6.71,138.58,Myoictis wallacii,3607133,False
Myomimus personatus,Rodentia,Gliridae,,,,,,,,,36.05,59.37,Myomimus personatus,3608164,False
Myomimus roachi,Rodentia,Gliridae,,,,,,,,,41.06,26.77,Myomimus roachi,1038448,False
Myomimus setzeri,Rodentia,Gliridae,,,,,,,,,33.61,47.04,Myomimus setzeri,3608165,False
Myomyscus angolensis,Rodentia,Muridae,,,,,,,,,-10.43,15.83,Myomyscus angolensis,3608627,False
Myomyscus brockmani,Rodentia,Muridae,,,,,,,,,0.94,38.28,Myomyscus brockmani,1057562,False
Myomyscus verreauxii,Rodentia,Muridae,41.0,,,,,4016.24,,,-32.93,20.69,Myomyscus verreauxii,1057551,False
Myomyscus yemeni,Rodentia,Muridae,,,,,,,,,17.55,43.21,Myomyscus yemeni,1057554,False
Myonycteris brachycephala,Chiroptera,Pteropodidae,,,,,,,,,0.22,6.61,Myonycteris brachycephala,558427,False
Myonycteris relicta,Chiroptera,Pteropodidae,53.32,,,,,,,,-6.5,37.51,Myonycteris relicta,192015,False
Myonycteris torquata,Chiroptera,Pteropodidae,44.92,,1.0,,,,,,-0.04,10.21,Myonycteris torquata,192012,False
Myoprocta acouchy,Rodentia,Dasyproctidae,954.87,98.43,1.97,0.008591924,120.0,7.61,26.19,1.0,-0.5,-55.83,Myoprocta acouchy,484313,False
Myoprocta pratti,Rodentia,Dasyproctidae,966.73,99.65,1.77,,,4.69,48.63,,,,Myoprocta pratti,980454,False
Myopterus daubentonii,Chiroptera,Molossidae,,,,,,,,,7.9,7.48,Myopterus daubentonii,663933,False
Myopterus whitleyi,Chiroptera,Molossidae,11.55,,,,,,,,1.05,15.12,Myopterus whitleyi,3613990,False
Myopus schisticolor,Rodentia,Cricetidae,29.99,23.74,5.25,0.000766498,12.0,,19.86,,57.75,89.18,Myopus schisticolor,490530,False
Myosciurus pumilio,Rodentia,Sciuridae,16.44,,1.97,,,,,2.0,2.03,10.97,Myosciurus pumilio,152097,False
Myosorex babaulti,Soricomorpha,Soricidae,,,2.99,,,,,,-2.08,28.89,Myosorex babaulti,3614476,False
Myosorex blarina,Soricomorpha,Soricidae,,,,,,,,,0.37,29.89,Myosorex blarina,298127,False
Myosorex cafer,Soricomorpha,Soricidae,12.3,,2.99,,,,,2.0,-25.57,30.87,Myosorex cafer,27750,False
Myosorex eisentrauti,Soricomorpha,Soricidae,,,,,,,,,3.46,8.64,Myosorex eisentrauti,3614475,False
Myosorex geata,Soricomorpha,Soricidae,9.34,,4.0,,,,,,-7.12,37.65,Myosorex geata,543351,False
Myosorex kihaulei,Soricomorpha,Soricidae,,,,,,,,,,,Myosorex kihaulei,587041,False
Myosorex longicaudatus,Soricomorpha,Soricidae,,,,,,,,2.0,-33.98,23.13,Myosorex longicaudatus,298130,False
Myosorex okuensis,Soricomorpha,Soricidae,,,,,,,,,5.57,10.1,Myosorex okuensis,3614477,False
Myosorex rumpii,Soricomorpha,Soricidae,,,,,,,,,4.95,9.33,Myosorex rumpii,3614471,False
Myosorex schalleri,Soricomorpha,Soricidae,,,,,,,,,-3.16,28.54,Myosorex schalleri,3614472,False
Myosorex sclateri,Soricomorpha,Soricidae,,,,,,,,,-28.53,31.76,Myosorex sclateri,781778,False
Myosorex tenuis,Soricomorpha,Soricidae,,,,,,,,,-25.84,29.98,Myosorex tenuis,3614474,False
Myosorex varius,Soricomorpha,Soricidae,11.68,,2.9,,12.0,1693.63,21.0,3.0,-29.36,24.97,Myosorex varius,563474,False
Myosorex zinki,Soricomorpha,Soricidae,,,,,,,,,,,Myosorex zinki,464821,False
Myospalax aspalax,Rodentia,Spalacidae,,,,,,,,,47.51,116.72,Myospalax aspalax,996523,False
Myospalax myospalax,Rodentia,Spalacidae,225.0,,4.5,,,,,,52.28,83.69,Myospalax myospalax,3608556,False
Myospalax psilurus,Rodentia,Spalacidae,259.21,,3.11,,,,,,42.53,125.3,Myospalax psilurus,618100,False
Myotis abei,Chiroptera,Vespertilionidae,,,,,,,,,48.63,142.8,Myotis abei,3613659,False
Myotis adversus,Chiroptera,Vespertilionidae,10.41,,1.0,,,,56.28,3.0,4.84,133.62,Myotis adversus,342710,False
Myotis aelleni,Chiroptera,Vespertilionidae,,,,,,,,,-41.78,-71.27,Myotis aelleni,3613688,False
Myotis albescens,Chiroptera,Vespertilionidae,5.69,93.18,0.98,,,,30.2,,-9.59,-64.8,Myotis albescens,353889,False
Myotis alcathoe,Chiroptera,Vespertilionidae,,,,,,,,,,,Myotis alcathoe,620441,False
Myotis altarium,Chiroptera,Vespertilionidae,11.0,,,,,,,,25.43,108.8,Myotis altarium,379806,False
Myotis anjouanensis,Chiroptera,Vespertilionidae,,,,,,,,,-12.22,44.37,Myotis anjouanensis,434436,False
Myotis annamiticus,Chiroptera,Vespertilionidae,,,,,,,,,17.42,106.15,Myotis annamiticus,964597,False
Myotis annectans,Chiroptera,Vespertilionidae,9.75,,,,,,,,22.65,94.67,Myotis annectans,488513,False
Myotis atacamensis,Chiroptera,Vespertilionidae,,,,,,,,,-22.43,-71.75,Myotis atacamensis,175290,False
Myotis ater,Chiroptera,Vespertilionidae,,,,,,,,,4.05,114.73,Myotis ater,626682,False
Myotis auriculus,Chiroptera,Vespertilionidae,38.04,,1.0,,38.0,,,3.0,27.58,-104.91,Myotis auriculus,498123,False
Myotis australis,Chiroptera,Vespertilionidae,,,,,,,,,,,Myotis australis,3613644,False
Myotis austroriparius,Chiroptera,Vespertilionidae,7.35,,1.88,,72.0,,46.8,,33.14,-86.45,Myotis austroriparius,363026,False
Myotis bechsteinii,Chiroptera,Vespertilionidae,9.47,,1.0,,252.0,,,3.0,45.26,17.72,Myotis bechsteinii,342718,False
Myotis blythii,Chiroptera,Vespertilionidae,23.82,,0.98,,237.99,,,,38.55,75.86,Myotis blythii,1080286,False
Myotis bocagii,Chiroptera,Vespertilionidae,7.93,,0.99,,,,,3.0,-4.4,17.48,Myotis bocagii,307135,False
Myotis bombinus,Chiroptera,Vespertilionidae,,,,,,,,,39.6,134.89,Myotis bombinus,311767,False
Myotis brandtii,Chiroptera,Vespertilionidae,5.3,,,,,,,,51.02,67.22,Myotis brandtii,353460,False
Myotis bucharensis,Chiroptera,Vespertilionidae,,,,,,,,,,,Myotis bucharensis,3613664,False
Myotis californicus,Chiroptera,Vespertilionidae,4.39,,0.99,,180.0,,89.79,3.0,36.02,-111.65,Myotis californicus,235788,False
Myotis capaccinii,Chiroptera,Vespertilionidae,8.15,54.99,0.99,,,,,3.0,37.23,28.01,Myotis capaccinii,353431,False
Myotis chiloensis,Chiroptera,Vespertilionidae,,,0.98,,,,,3.0,-42.02,-72.07,Myotis chiloensis,175299,False
Myotis chinensis,Chiroptera,Vespertilionidae,41.99,,,,,,,,22.96,108.78,Myotis chinensis,535369,False
Myotis ciliolabrum,Chiroptera,Vespertilionidae,4.89,,,,,,,,,,Myotis ciliolabrum,586288,False
Myotis cobanensis,Chiroptera,Vespertilionidae,,,,,,,,,15.47,-90.36,Myotis cobanensis,3613685,False
Myotis csorbai,Chiroptera,Vespertilionidae,,,,,,,,,28.07,84.0,Myotis csorbai,964599,False
Myotis dasycneme,Chiroptera,Vespertilionidae,15.16,,1.0,,234.0,,,3.0,54.84,64.89,Myotis dasycneme,353897,False
Myotis daubentonii,Chiroptera,Vespertilionidae,7.63,55.14,1.21,,336.0,,35.33,3.0,44.87,67.67,Myotis daubentonii,407052,False
Myotis davidii,Chiroptera,Vespertilionidae,,,,,,,,,,,Myotis davidii,849319,False
Myotis dominicensis,Chiroptera,Vespertilionidae,,,,,,,,,15.85,-61.48,Myotis dominicensis,1022617,False
Myotis elegans,Chiroptera,Vespertilionidae,4.21,,0.98,,,,,,16.46,-91.59,Myotis elegans,61869,False
Myotis emarginatus,Chiroptera,Vespertilionidae,7.56,,0.99,,216.0,,41.61,,38.3,31.91,Myotis emarginatus,1080294,False
Myotis evotis,Chiroptera,Vespertilionidae,6.91,,0.98,,,,,,40.12,-115.21,Myotis evotis,235790,False
Myotis fimbriatus,Chiroptera,Vespertilionidae,,,,,,,,,24.53,116.06,Myotis fimbriatus,885003,False
Myotis findleyi,Chiroptera,Vespertilionidae,,,,,,,,,21.48,-106.43,Myotis findleyi,3613674,False
Myotis formosus,Chiroptera,Vespertilionidae,7.07,,,,,,,,22.74,97.94,Myotis formosus,505486,False
Myotis fortidens,Chiroptera,Vespertilionidae,4.37,,0.98,,,,,3.0,22.77,-101.21,Myotis fortidens,363081,False
Myotis frater,Chiroptera,Vespertilionidae,7.54,,1.0,,,,,,,,Myotis frater,434671,False
Myotis gomantongensis,Chiroptera,Vespertilionidae,,,,,,,,,1.42,114.05,Myotis gomantongensis,76756,False
Myotis goudoti,Chiroptera,Vespertilionidae,5.56,,,,,,,3.0,-18.84,46.85,Myotis goudoti,31985,False
Myotis grisescens,Chiroptera,Vespertilionidae,10.84,,0.99,,471.24,,42.35,3.0,35.76,-86.35,Myotis grisescens,213632,False
Myotis hajastanicus,Chiroptera,Vespertilionidae,,,,,,,,,40.39,45.35,Myotis hajastanicus,888165,False
Myotis hasseltii,Chiroptera,Vespertilionidae,8.7,,0.99,,,,,,7.61,99.7,Myotis hasseltii,353891,False
Myotis hermani,Chiroptera,Vespertilionidae,,,,,,,,,5.83,95.29,Myotis hermani,3613648,False
Myotis horsfieldii,Chiroptera,Vespertilionidae,6.05,,,,,,,,8.85,98.99,Myotis horsfieldii,249359,False
Myotis hosonoi,Chiroptera,Vespertilionidae,,,,,,,,,37.66,139.86,Myotis hosonoi,3613640,False
Myotis ikonnikovi,Chiroptera,Vespertilionidae,,,,,,,,,45.32,112.48,Myotis ikonnikovi,620439,False
Myotis insularum,Chiroptera,Vespertilionidae,,,,,,,,,-13.61,-172.48,Myotis insularum,3613641,False
Myotis keaysi,Chiroptera,Vespertilionidae,5.45,,0.98,,,,,,-2.23,-79.9,Myotis keaysi,353894,False
Myotis keenii,Chiroptera,Vespertilionidae,6.51,,0.99,,222.0,,38.93,,51.75,-125.27,Myotis keenii,586294,False
Myotis laniger,Chiroptera,Vespertilionidae,,,,,,,,,24.69,104.7,Myotis laniger,911474,False
Myotis leibii,Chiroptera,Vespertilionidae,5.22,,0.99,,,,,,40.89,-80.99,Myotis leibii,217241,False
Myotis levis,Chiroptera,Vespertilionidae,5.49,,,,,,,,-28.83,-57.95,Myotis levis,307134,False
Myotis longipes,Chiroptera,Vespertilionidae,,,,,,,,,30.18,79.56,Myotis longipes,860274,False
Myotis lucifugus,Chiroptera,Vespertilionidae,7.8,59.79,1.0,,408.0,,26.0,3.0,,,Myotis lucifugus,342715,False
Myotis macrodactylus,Chiroptera,Vespertilionidae,7.48,,1.0,,,,,,37.97,136.42,Myotis macrodactylus,434679,False
Myotis macropus,Chiroptera,Vespertilionidae,,,,,,,,,-24.91,146.45,Myotis macropus,249353,False
Myotis macrotarsus,Chiroptera,Vespertilionidae,12.64,,,,,,,,11.54,121.88,Myotis macrotarsus,353886,False
Myotis martiniquensis,Chiroptera,Vespertilionidae,,,,,,,,,13.95,-60.32,Myotis martiniquensis,939105,False
Myotis melanorhinus,Chiroptera,Vespertilionidae,,,,,,,,,37.3,-110.7,Myotis melanorhinus,3613687,False
Myotis moluccarum,Chiroptera,Vespertilionidae,,,,,,,,,-6.86,143.29,Myotis moluccarum,173223,False
Myotis montivagus,Chiroptera,Vespertilionidae,8.3,,,,,,,,16.4,95.46,Myotis montivagus,353888,False
Myotis morrisi,Chiroptera,Vespertilionidae,,,,,,,,,8.85,21.83,Myotis morrisi,3613643,False
Myotis muricola,Chiroptera,Vespertilionidae,4.8,,1.0,,,,,3.0,13.06,98.8,Myotis muricola,878677,False
Myotis myotis,Chiroptera,Vespertilionidae,25.59,73.0,1.5,,264.0,,41.99,3.0,47.44,12.33,Myotis myotis,966432,False
Myotis mystacinus,Chiroptera,Vespertilionidae,,,,,,,,,,,Myotis mystacinus,353458,False
Myotis nattereri,Chiroptera,Vespertilionidae,7.25,,0.99,,180.0,,60.41,3.0,46.05,28.97,Myotis nattereri,1008252,False
Myotis nesopolus,Chiroptera,Vespertilionidae,3.56,,,,,,,,11.08,-71.26,Myotis nesopolus,898241,False
Myotis nigricans,Chiroptera,Vespertilionidae,,,,,,,,,-2.93,-67.62,Myotis nigricans,307133,False
Myotis nipalensis,Chiroptera,Vespertilionidae,,,,,,,,,,,Myotis nipalensis,840250,False
Myotis occultus,Chiroptera,Vespertilionidae,8.79,,,,,,,,,,Myotis occultus,3613677,False
Myotis oreias,Chiroptera,Vespertilionidae,,,,,,,,,1.36,103.82,Myotis oreias,3613655,False
Myotis oxygnathus,Chiroptera,Vespertilionidae,21.23,,,,,,,,42.08,31.45,Myotis oxygnathus,743482,False
Myotis oxyotus,Chiroptera,Vespertilionidae,5.65,,0.98,,,,,,-2.53,-73.08,Myotis oxyotus,878679,False
Myotis ozensis,Chiroptera,Vespertilionidae,,,,,,,,,36.9,139.31,Myotis ozensis,3613658,False
Myotis peninsularis,Chiroptera,Vespertilionidae,,,,,,,,,23.68,-110.28,Myotis peninsularis,3613676,False
Myotis pequinius,Chiroptera,Vespertilionidae,,,,,,,,,36.2,118.62,Myotis pequinius,569191,False
Myotis planiceps,Chiroptera,Vespertilionidae,,,,,,,,,24.49,-101.17,Myotis planiceps,3613639,False
Myotis pruinosus,Chiroptera,Vespertilionidae,,,,,,,,,36.26,135.81,Myotis pruinosus,423040,False
Myotis punicus,Chiroptera,Vespertilionidae,,,,,,,,,34.4,2.86,Myotis punicus,1015040,False
